input position,input joint,output joint
"(-0.0, -0.0)","(-0.17, -3.14)","(-0.17, -3.14)"
"(-0.0, -0.0)","(-0.14, -3.17)","(-0.17, -3.14)"
"(-0.0, -0.0)","(-0.11, -3.17)","(-0.17, -3.14)"
"(-0.0, -0.0)","(-0.17, -3.08)","(-0.17, -3.14)"
"(0.0, -0.33)","(-0.12, -2.81)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.21, -2.88)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.16, -2.77)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.09, -2.82)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.18, -2.75)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.23, -2.84)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.25, -2.86)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.19, -2.88)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.21, -2.75)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.11, -2.78)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.26, -2.74)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.26, -2.87)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.21, -2.84)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.09, -2.75)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.21, -2.76)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.17, -2.74)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.14, -2.85)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.08, -2.77)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.12, -2.85)","(-0.17, -2.81)"
"(0.0, -0.33)","(-0.19, -2.87)","(-0.17, -2.81)"
"(0.11, -0.64)","(-0.19, -2.44)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.09, -2.52)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.2, -2.48)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.09, -2.44)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.25, -2.47)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.12, -2.46)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.18, -2.42)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.21, -2.56)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.24, -2.51)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.23, -2.56)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.13, -2.55)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.22, -2.43)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.13, -2.44)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.15, -2.46)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.18, -2.45)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.17, -2.55)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.17, -2.43)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.12, -2.53)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.21, -2.51)","(-0.17, -2.48)"
"(0.11, -0.64)","(-0.17, -2.49)","(-0.17, -2.48)"
"(0.31, -0.9)","(-0.07, -2.07)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.13, -2.25)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.26, -2.07)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.14, -2.23)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.19, -2.08)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.22, -2.19)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.15, -2.18)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.12, -2.19)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.09, -2.05)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.21, -2.21)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.08, -2.22)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.19, -2.22)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.24, -2.07)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.12, -2.14)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.22, -2.21)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.24, -2.06)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.07, -2.25)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.26, -2.17)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.26, -2.14)","(-0.17, -2.15)"
"(0.31, -0.9)","(-0.19, -2.09)","(-0.17, -2.15)"
"(0.58, -1.08)","(-0.19, -1.82)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.11, -1.88)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.19, -1.82)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.16, -1.91)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.26, -1.82)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.07, -1.77)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.24, -1.83)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.21, -1.73)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.13, -1.87)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.27, -1.82)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.09, -1.77)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.17, -1.74)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.12, -1.85)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.08, -1.74)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.19, -1.89)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.18, -1.9)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.1, -1.86)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.07, -1.8)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.11, -1.83)","(-0.17, -1.82)"
"(0.58, -1.08)","(-0.14, -1.87)","(-0.17, -1.82)"
"(0.9, -1.16)","(-0.07, -1.52)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.16, -1.51)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.16, -1.52)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.15, -1.5)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.16, -1.55)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.13, -1.53)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.18, -1.44)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.14, -1.58)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.2, -1.45)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.12, -1.47)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.21, -1.44)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.13, -1.59)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.19, -1.46)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.08, -1.44)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.24, -1.57)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.16, -1.57)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.26, -1.51)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.22, -1.53)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.11, -1.55)","(-0.17, -1.49)"
"(0.9, -1.16)","(-0.16, -1.43)","(-0.17, -1.49)"
"(1.23, -1.13)","(-0.07, -1.24)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.07, -1.1)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.08, -1.06)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.08, -1.06)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.11, -1.06)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.08, -1.16)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.14, -1.17)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.2, -1.1)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.08, -1.13)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.18, -1.18)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.17, -1.25)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.18, -1.08)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.26, -1.13)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.19, -1.21)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.21, -1.09)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.17, -1.07)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.09, -1.23)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.21, -1.21)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.2, -1.2)","(-0.17, -1.16)"
"(1.23, -1.13)","(-0.23, -1.22)","(-0.17, -1.16)"
"(1.53, -1.0)","(-0.24, -0.92)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.21, -0.82)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.2, -0.76)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.14, -0.73)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.22, -0.85)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.16, -0.82)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.17, -0.83)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.11, -0.85)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.12, -0.88)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.12, -0.88)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.1, -0.8)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.18, -0.74)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.22, -0.89)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.15, -0.82)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.1, -0.8)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.2, -0.87)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.12, -0.88)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.18, -0.74)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.14, -0.87)","(-0.17, -0.83)"
"(1.53, -1.0)","(-0.07, -0.81)","(-0.17, -0.83)"
"(1.78, -0.78)","(-0.15, -0.49)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.1, -0.48)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.07, -0.49)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.16, -0.53)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.16, -0.45)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.19, -0.54)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.13, -0.45)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.09, -0.4)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.26, -0.5)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.09, -0.47)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.18, -0.58)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.25, -0.43)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.13, -0.56)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.08, -0.56)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.26, -0.45)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.09, -0.46)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.24, -0.57)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.24, -0.49)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.23, -0.51)","(-0.17, -0.5)"
"(1.78, -0.78)","(-0.16, -0.55)","(-0.17, -0.5)"
"(1.93, -0.49)","(-0.24, -0.08)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.11, -0.23)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.08, -0.17)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.11, -0.12)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.25, -0.1)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.18, -0.14)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.08, -0.14)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.24, -0.17)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.12, -0.25)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.08, -0.17)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.17, -0.19)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.16, -0.09)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.19, -0.21)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.23, -0.07)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.12, -0.19)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.18, -0.24)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.26, -0.13)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.23, -0.13)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.12, -0.26)","(-0.17, -0.17)"
"(1.93, -0.49)","(-0.23, -0.07)","(-0.17, -0.17)"
"(1.99, -0.16)","(-0.22, 0.17)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.16, 0.16)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.2, 0.25)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.12, 0.13)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.22, 0.09)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.25, 0.15)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.19, 0.1)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.07, 0.1)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.1, 0.09)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.16, 0.18)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.11, 0.15)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.12, 0.26)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.11, 0.2)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.1, 0.2)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.08, 0.23)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.21, 0.26)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.14, 0.26)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.11, 0.19)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.2, 0.24)","(-0.17, 0.17)"
"(1.99, -0.16)","(-0.19, 0.24)","(-0.17, 0.17)"
"(1.93, 0.16)","(-0.1, 0.53)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.2, 0.52)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.15, 0.43)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.24, 0.43)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.16, 0.57)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.18, 0.45)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.1, 0.57)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.26, 0.55)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.13, 0.47)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.25, 0.43)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.1, 0.59)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.25, 0.47)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.17, 0.53)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.17, 0.5)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.07, 0.52)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.26, 0.44)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.19, 0.48)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.08, 0.54)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.11, 0.46)","(-0.17, 0.5)"
"(1.93, 0.16)","(-0.2, 0.45)","(-0.17, 0.5)"
"(1.78, 0.45)","(-0.17, 0.75)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.08, 0.8)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.23, 0.8)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.18, 0.76)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.2, 0.78)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.25, 0.9)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.19, 0.86)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.12, 0.76)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.15, 0.76)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.13, 0.85)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.26, 0.89)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.13, 0.8)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.1, 0.88)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.08, 0.82)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.26, 0.77)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.12, 0.92)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.24, 0.89)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.25, 0.74)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.14, 0.83)","(-0.17, 0.83)"
"(1.78, 0.45)","(-0.15, 0.8)","(-0.17, 0.83)"
"(1.53, 0.67)","(-0.18, 1.19)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.19, 1.1)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.1, 1.21)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.2, 1.25)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.14, 1.23)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.16, 1.16)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.11, 1.17)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.24, 1.11)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.09, 1.25)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.23, 1.11)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.24, 1.11)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.08, 1.15)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.1, 1.17)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.26, 1.06)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.24, 1.21)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.21, 1.16)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.1, 1.25)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.14, 1.06)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.2, 1.23)","(-0.17, 1.16)"
"(1.53, 0.67)","(-0.12, 1.22)","(-0.17, 1.16)"
"(1.23, 0.8)","(-0.07, 1.49)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.09, 1.5)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.16, 1.51)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.17, 1.5)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.27, 1.55)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.09, 1.4)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.13, 1.41)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.18, 1.5)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.08, 1.49)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.24, 1.42)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.25, 1.55)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.1, 1.43)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.09, 1.5)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.14, 1.5)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.18, 1.46)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.2, 1.52)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.17, 1.39)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.09, 1.46)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.12, 1.41)","(-0.17, 1.49)"
"(1.23, 0.8)","(-0.24, 1.44)","(-0.17, 1.49)"
"(0.9, 0.83)","(-0.16, 1.75)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.22, 1.77)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.08, 1.86)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.2, 1.85)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.1, 1.8)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.19, 1.8)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.13, 1.9)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.21, 1.89)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.16, 1.82)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.19, 1.8)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.2, 1.84)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.19, 1.78)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.22, 1.9)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.26, 1.74)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.16, 1.83)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.21, 1.76)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.23, 1.79)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.1, 1.79)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.16, 1.91)","(-0.17, 1.82)"
"(0.9, 0.83)","(-0.26, 1.75)","(-0.17, 1.82)"
"(0.58, 0.75)","(-0.18, 2.12)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.2, 2.13)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.2, 2.17)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.17, 2.22)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.26, 2.23)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.1, 2.1)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.22, 2.23)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.15, 2.24)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.16, 2.09)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.15, 2.09)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.08, 2.17)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.11, 2.19)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.1, 2.15)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.26, 2.05)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.14, 2.05)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.22, 2.22)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.1, 2.14)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.13, 2.19)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.2, 2.2)","(-0.17, 2.15)"
"(0.58, 0.75)","(-0.15, 2.18)","(-0.17, 2.15)"
"(0.31, 0.57)","(-0.23, 2.56)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.08, 2.39)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.19, 2.39)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.19, 2.4)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.1, 2.52)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.12, 2.45)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.15, 2.48)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.07, 2.55)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.16, 2.41)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.11, 2.48)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.24, 2.42)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.1, 2.55)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.19, 2.39)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.23, 2.49)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.11, 2.41)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.15, 2.42)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.21, 2.45)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.09, 2.56)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.23, 2.52)","(-0.17, 2.48)"
"(0.31, 0.57)","(-0.14, 2.42)","(-0.17, 2.48)"
"(0.11, 0.31)","(-0.1, 2.9)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.18, 2.74)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.15, 2.78)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.09, 2.86)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.23, 2.82)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.08, 2.75)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.22, 2.88)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.15, 2.84)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.12, 2.85)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.08, 2.8)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.07, 2.78)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.25, 2.81)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.1, 2.74)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.19, 2.75)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.19, 2.84)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.12, 2.87)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.17, 2.83)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.21, 2.73)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.09, 2.87)","(-0.17, 2.81)"
"(0.11, 0.31)","(-0.2, 2.73)","(-0.17, 2.81)"
"(0.0, 0.0)","(-0.07, 3.08)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.1, 3.2)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.18, 3.04)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.16, 3.04)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.19, 3.08)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.25, 3.22)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.07, 3.06)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.24, 3.06)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.19, 3.07)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.26, 3.24)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.22, 3.21)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.07, 3.16)","(-0.17, 3.14)"
"(0.0, 0.0)","(-0.07, 3.13)","(-0.17, 3.14)"
